iter	Passed	Remaining
1297	1761727	952798
1298	1763100	951449
1299	1764426	950075
1300	1765851	948755
1301	1767098	947338
1302	1768504	946007
1303	1769846	944642
1304	1771155	943259
1305	1772391	941837
1306	1773853	940535
1307	1775287	939219
1308	1776643	937861
1309	1777891	936446
1310	1779181	935054
1311	1780490	933672
1312	1781694	932234
1313	1782856	930775
1314	1784203	929413
1315	1785510	928031
1316	1786678	926576
1317	1788056	925230
1318	1789341	923837
1319	1790734	922499
1320	1792235	921217
1321	1793642	919886
1322	1794949	918504
1323	1795954	916967
1324	1797373	915643
1325	1798624	914232
1326	1800170	912972
1327	1801409	911556
1328	1802728	910181
1329	1804016	908790
1330	1805231	907362
1331	1806239	905831
1332	1807668	904512
1333	1808817	903052
1334	1810208	901714
1335	1811497	900324
1336	1812903	898994
1337	1814430	897722
1338	1815797	896372
1339	1817115	894997
1340	1818669	893738
1341	1819952	892346
1342	1821241	890957
1343	1822361	889485
1344	1823764	888153
1345	1824950	886714
1346	1826304	885357
1347	1827585	883965
1348	1828946	882612
1349	1830022	881121
1350	1831277	879718
1351	1832341	878222
1352	1833431	876740
1353	1834529	875262
1354	1835946	873937
1355	1837032	872455
1356	1838371	871092
1357	1839710	869730
1358	1840995	868343
1359	1842410	867016
1360	1842671	865148
1361	1844288	863917
1362	1845712	862596
1363	1847016	861219
1364	1848176	859774
1365	1848768	858066
1366	1850133	856718
1367	1851536	855388
1368	1852807	853996
1369	1854365	852737
1370	1855886	851460
1371	1857386	850174
1372	1858981	848930
1373	1860393	847602
1374	1861696	846225
1375	1862990	844844
1376	1864226	843437
1377	1865534	842062
1378	1866613	840585
1379	1868015	839253
1380	1869567	837988
1381	1870943	836644
1382	1872572	835413
1383	1874093	834134
1384	1875245	832690
1385	1875500	830849
1386	1876921	829526
1387	1878422	828237
1388	1879888	826934
1389	1881246	825582
1390	1882582	824221
1391	1883880	822844
1392	1885362	821547
1393	1886793	820227
1394	1888254	818920
1395	1889525	817531
1396	1890865	816171
1397	1892459	814921
1398	1893962	813632
1399	1895319	812279
1400	1896701	810937
1401	1897927	809529
1402	1899372	808214
1403	1900704	806851
1404	1901959	805455
1405	1903348	804117
1406	1904755	802786
1407	1906073	801417
1408	1907452	800074
1409	1908667	798662
1410	1910101	797342
1411	1911554	796029
1412	1912957	794696
1413	1914306	793340
1414	1915662	791987
1415	1916497	790419
1416	1917637	788978
1417	1919274	787741
1418	1920789	786454
1419	1922096	785081
1420	1923431	783720
1421	1924811	782377
1422	1926252	781059
1423	1927591	779699
1424	1929071	778397
1425	1930361	777018
1426	1931778	775689
1427	1933203	774364
1428	1934591	773024
1429	1935852	771633
1430	1936930	770170
1431	1938032	768716
1432	1939032	767223
1433	1940609	765958
1434	1942020	764628
1435	1943424	763294
1436	1944896	761987
1437	1946420	760701
1438	1947684	759312
1439	1948892	757902
1440	1950274	756560
1441	1951654	755217
