iter	RMSE
571	282.9793339
572	282.9696235
573	282.937511
574	282.9080296
575	282.8504917
576	282.8432478
577	282.7967497
578	282.7455363
579	282.7383766
580	282.7300952
581	282.7192214
582	282.7066834
583	282.6966144
584	282.6495039
585	282.6440349
586	282.6405364
587	282.6228538
588	282.5583618
589	282.5551558
590	282.5538827
591	282.4699004
592	282.4467983
593	282.4133825
594	282.4035798
595	282.3802063
596	282.3632921
597	282.3275502
598	282.3008671
599	282.282258
600	282.2580904
601	282.2412928
602	282.1595126
603	282.0992317
604	282.0475684
605	281.9775349
606	281.9566857
607	281.9332209
608	281.8814041
609	281.8510895
610	281.8358279
611	281.7641507
612	281.718399
613	281.6786412
614	281.6708595
615	281.6572885
616	281.6480955
617	281.612974
618	281.593447
619	281.5790924
620	281.5697067
621	281.5640589
622	281.4686306
623	281.4331392
624	281.4099327
625	281.3869553
626	281.3541964
627	281.3362124
628	281.3259461
629	281.3116958
630	281.2989966
631	281.2699145
632	281.255705
633	281.2515104
634	281.2455767
635	281.2237403
636	281.1612907
637	281.1534231
638	281.1408786
639	281.1356318
640	281.1278178
641	281.1111325
642	281.1015301
643	281.0833883
644	281.0137776
645	281.0069021
646	280.9904802
647	280.9283265
648	280.9152852
649	280.9039257
650	280.8908256
651	280.8796657
652	280.8484164
653	280.8291519
654	280.821244
655	280.7236468
656	280.7184185
657	280.7116666
658	280.7050911
659	280.692869
660	280.6857304
661	280.6807994
662	280.6638217
663	280.6090443
664	280.5924486
665	280.5809695
666	280.5696291
667	280.5633484
668	280.5585198
669	280.5558399
670	280.5243214
671	280.5100935
672	280.4794979
673	280.4072417
674	280.4040524
675	280.4017949
676	280.3921381
677	280.3855954
678	280.3686883
679	280.3618947
680	280.2968114
681	280.2482102
682	280.2317615
683	280.2253521
684	280.2199695
685	280.1916814
686	280.1760798
687	280.1717039
688	280.1655323
689	280.1068439
690	280.0792968
691	280.0567663
692	280.0517349
693	280.0058032
694	279.9959079
695	279.9816344
696	279.9281136
697	279.9176193
698	279.9157154
699	279.9104247
700	279.8921675
701	279.8896821
702	279.8491814
703	279.7782106
704	279.7719178
705	279.7574384
706	279.7542796
707	279.7076167
708	279.7049694
709	279.6833547
710	279.6293093
711	279.6178585
712	279.6022394
713	279.59581
714	279.5847995
715	279.5399606
716	279.5291304
717	279.5168548
718	279.4691741
719	279.4690425
720	279.4662077
721	279.4394271
722	279.4257925
723	279.42322
724	279.4093535
725	279.3896527
726	279.3686174
727	279.3649046
728	279.3538353
729	279.3519162
730	279.3472177
731	279.3071557
732	279.3035196
733	279.2981697
734	279.2743424
735	279.2170531
736	279.2110926
737	279.137488
738	279.1166343
739	279.1030642
740	279.0956202
741	279.0631432
742	279.0223268
743	279.0112533
744	278.9990537
745	278.9831241
746	278.9673606
747	278.9534703
748	278.9419197
749	278.937576
750	278.931789
751	278.9246217
752	278.9089875
753	278.8729631
754	278.8666146
755	278.857139
756	278.8450482
757	278.8422417
758	278.8409417
759	278.8188194
760	278.7952776
761	278.7390039
762	278.7243052
763	278.7197845
764	278.7080074
765	278.6984711
766	278.6882056
767	278.6854873
768	278.6833225
769	278.6653496
770	278.6231794
771	278.6097376
772	278.600444
773	278.5998791
774	278.5908711
775	278.540461
776	278.5375223
777	278.531096
778	278.519808
779	278.5153899
780	278.4764965
781	278.4636566
782	278.4478443
783	278.4396446
784	278.4344138
785	278.4210108
786	278.4086936
787	278.4003027
788	278.3518752
789	278.3336132
790	278.3227059
791	278.3127763
792	278.2651312
793	278.221408
794	278.213459
795	278.2090688
796	278.1991338
797	278.1783714
798	278.1664139
799	278.1427249
800	278.1361973
801	278.1257459
802	278.1133444
803	278.1041579
804	278.0983546
805	278.0865963
806	278.0700413
807	278.0616993
808	278.0560561
809	278.0478064
810	278.0380828
811	278.029272
812	278.0212926
813	278.011725
814	278.0030858
815	277.9699803
816	277.9251793
817	277.9166029
818	277.9119789
819	277.8994359
820	277.8808814
821	277.8737457
822	277.8673861
823	277.8608265
824	277.8154856
825	277.8041461
826	277.7946368
827	277.7387529
828	277.731666
829	277.7311132
830	277.7246926
831	277.717823
832	277.7128907
833	277.7070785
834	277.7006246
835	277.6934511
836	277.6882443
837	277.6806593
838	277.6730232
839	277.6650907
840	277.631431
841	277.6271781
842	277.6188758
843	277.6108618
844	277.6103247
845	277.600042
846	277.5907089
847	277.564012
848	277.558537
849	277.5422124
850	277.5300847
851	277.5193507
852	277.5105687
853	277.5048664
854	277.4855064
855	277.4784688
856	277.4724771
857	277.4531542
858	277.4437443
859	277.4369733
860	277.4300385
861	277.4254332
862	277.4148651
863	277.4086684
864	277.4026887
865	277.3960776
866	277.3897019
867	277.3876712
868	277.378896
869	277.3720798
870	277.3654283
871	277.347584
872	277.334579
873	277.3324793
874	277.3155462
875	277.3087993
876	277.2976834
877	277.2860801
878	277.2803378
879	277.2707962
880	277.2411166
881	277.2349763
882	277.2302981
883	277.2208843
884	277.2097296
885	277.2055386
886	277.199028
887	277.1892378
888	277.1536204
889	277.1417792
890	277.1325307
891	277.1222127
892	277.1170168
893	277.1094959
894	277.1053597
895	277.0970917
896	277.0908116
897	277.0801998
898	277.0676727
899	277.0478181
900	277.0379747
901	277.0246893
902	277.0200824
903	277.0118623
904	277.0042235
905	276.9898027
906	276.9836672
907	276.9661874
908	276.9641947
909	276.960808
910	276.9221943
911	276.9174509
912	276.9135234
913	276.9079174
914	276.8954396
915	276.8867487
916	276.8706447
917	276.8270403
918	276.8217802
919	276.8183764
920	276.800811
921	276.7892447
922	276.7830995
923	276.7664989
924	276.744562
925	276.7354771
926	276.7251669
927	276.6656067
928	276.657408
929	276.6493898
930	276.6331062
931	276.6200869
932	276.5847771
933	276.574762
934	276.5654646
935	276.5626965
936	276.5563166
937	276.5478449
938	276.5389598
939	276.5288104
940	276.5242027
941	276.5168187
942	276.5049183
943	276.5031492
944	276.4966508
945	276.4860381
946	276.4748177
947	276.4692342
948	276.4625239
949	276.4600288
950	276.4524674
951	276.4441024
952	276.4371839
953	276.4302558
954	276.4236092
955	276.4183775
956	276.4143028
957	276.4084159
958	276.4009052
959	276.3974557
960	276.3885743
961	276.3820892
962	276.3792088
963	276.3669508
964	276.3563634
965	276.3509979
966	276.3483818
967	276.3431353
968	276.3326649
969	276.3213463
970	276.3198497
971	276.3160471
972	276.3104068
973	276.3018136
974	276.3013511
975	276.2940642
976	276.2836195
977	276.2786125
978	276.2677791
979	276.2649144
980	276.2509594
981	276.2397279
982	276.2342831
983	276.2241373
984	276.2212122
985	276.2179512
986	276.2130698
987	276.2055322
988	276.1978972
989	276.1923162
990	276.1834539
991	276.1706556
992	276.1688088
993	276.1636041
994	276.1593181
995	276.1398287
996	276.1311906
997	276.1216347
998	276.114797
999	276.1081516
1000	276.1075131
1001	276.0987777
1002	276.0964826
1003	276.093055
1004	276.0894438
1005	276.0797383
1006	276.0744379
1007	276.0668481
1008	276.0588245
1009	276.0521828
1010	276.0477877
1011	276.0414171
1012	276.038603
1013	276.0270219
1014	275.9888721
1015	275.9797805
1016	275.9749263
1017	275.9682666
1018	275.9646382
1019	275.9574762
1020	275.9513766
1021	275.9451512
1022	275.9333728
1023	275.9227
1024	275.9187466
1025	275.9120702
1026	275.9079407
1027	275.8979207
1028	275.8869503
1029	275.8790855
1030	275.8705885
1031	275.866759
1032	275.8592514
1033	275.8485908
1034	275.8424447
1035	275.8345886
1036	275.8288011
1037	275.7958422
1038	275.7780254
1039	275.7356431
1040	275.724231
1041	275.7211837
1042	275.7144648
1043	275.7043211
1044	275.6995424
1045	275.692091
1046	275.691092
1047	275.682502
1048	275.6752408
1049	275.664603
1050	275.6275669
1051	275.6274852
1052	275.6187624
1053	275.6137775
1054	275.6052546
1055	275.5954028
1056	275.5905308
1057	275.5859525
1058	275.5802334
1059	275.573291
1060	275.567769
1061	275.5626225
1062	275.554685
1063	275.548281
1064	275.5399186
1065	275.5317475
1066	275.5250743
1067	275.509351
1068	275.5038666
1069	275.4949351
1070	275.490376
1071	275.4866002
1072	275.4827526
1073	275.4807323
1074	275.479292
1075	275.4695336
1076	275.4656199
1077	275.4600336
1078	275.4573894
1079	275.4573636
1080	275.4480499
1081	275.4403255
1082	275.4128015
1083	275.4107516
1084	275.4014583
1085	275.3927226
1086	275.3877517
1087	275.3869415
1088	275.3815985
1089	275.374591
1090	275.3689491
1091	275.3647038
1092	275.3608255
1093	275.3581116
1094	275.3538161
1095	275.3495657
1096	275.3384478
1097	275.3355728
1098	275.3071108
1099	275.2989526
1100	275.2911347
1101	275.286614
1102	275.2829825
1103	275.2789689
1104	275.2740606
1105	275.2714716
1106	275.2632614
1107	275.2575338
1108	275.2534917
1109	275.2464352
1110	275.2398166
1111	275.2363193
1112	275.233164
1113	275.2301602
1114	275.2249284
1115	275.2198427
1116	275.2183831
1117	275.2121117
1118	275.2076219
1119	275.2030712
1120	275.1958729
1121	275.1837487
1122	275.1798552
1123	275.174754
1124	275.1299839
1125	275.1281801
1126	275.1240526
1127	275.1174739
1128	275.1094027
1129	275.1052663
1130	275.0646364
1131	275.0620895
1132	275.0475215
1133	275.041686
1134	275.0366075
1135	275.0288889
1136	275.0248036
1137	275.0185369
1138	275.0145163
1139	275.0097091
1140	275.0081414
1141	275.0043298
1142	274.9908871
1143	274.9862799
1144	274.9630927
1145	274.9582932
1146	274.9531187
1147	274.9461702
1148	274.9410343
1149	274.9357676
1150	274.9321437
1151	274.9301808
1152	274.9271983
1153	274.9223703
1154	274.9117492
1155	274.9048989
1156	274.9028615
1157	274.8991668
1158	274.8981409
1159	274.8966047
1160	274.8929046
1161	274.8892392
1162	274.8534067
1163	274.8465149
1164	274.8427978
1165	274.8387431
1166	274.8351718
1167	274.8327273
1168	274.8239354
1169	274.8162018
1170	274.8012465
1171	274.7928056
1172	274.792008
1173	274.7851268
1174	274.7567403
1175	274.7543432
1176	274.7485024
1177	274.7462224
1178	274.7378344
1179	274.7295192
1180	274.7262048
1181	274.7169997
1182	274.712906
1183	274.7118597
1184	274.7073034
1185	274.7033664
1186	274.6997323
1187	274.6935061
1188	274.6902164
1189	274.6860042
1190	274.6831178
1191	274.6809693
1192	274.6548787
1193	274.652332
1194	274.6486003
1195	274.6470527
1196	274.6429105
1197	274.6390159
1198	274.6386038
1199	274.6357759
1200	274.6328945
1201	274.6228728
1202	274.6147053
1203	274.6068561
1204	274.5833821
1205	274.5810387
1206	274.5540266
1207	274.5372367
1208	274.5311148
1209	274.5265251
1210	274.5215858
1211	274.5167325
1212	274.5129922
1213	274.479894
1214	274.4757677
1215	274.4687656
1216	274.4643025
1217	274.4584941
1218	274.434054
1219	274.4313916
1220	274.4250718
1221	274.413309
1222	274.4087492
1223	274.4035638
1224	274.401015
1225	274.3918872
1226	274.3875713
1227	274.3810497
1228	274.3781675
1229	274.3751607
1230	274.3703203
1231	274.3621644
1232	274.3563989
1233	274.3514107
1234	274.3489865
1235	274.3442179
1236	274.3329981
1237	274.3296002
1238	274.3255799
1239	274.3182198
1240	274.3147588
1241	274.3111735
1242	274.3057684
1243	274.2866501
1244	274.2824027
1245	274.2806406
1246	274.2799732
1247	274.278885
1248	274.2755209
1249	274.2701971
1250	274.2315477
1251	274.2216044
1252	274.2144337
1253	274.2052866
1254	274.2022032
1255	274.1985214
1256	274.1798641
1257	274.1756426
1258	274.1670284
1259	274.160267
1260	274.1542285
1261	274.1510447
1262	274.1433956
1263	274.1394392
1264	274.1333467
1265	274.1266905
1266	274.124976
1267	274.1161378
1268	274.1055567
1269	274.1021202
1270	274.0972192
1271	274.0947581
1272	274.0914887
1273	274.0868843
1274	274.049261
1275	274.0483754
1276	274.0460775
1277	274.0372475
1278	274.0343663
1279	274.0338422
1280	274.0319204
1281	274.0248031
1282	274.0173502
1283	274.0054263
1284	273.9986548
1285	273.9942761
1286	273.9851308
1287	273.9837323
1288	273.9820476
1289	273.9777512
1290	273.9737435
1291	273.9731323
1292	273.9717312
1293	273.9685382
1294	273.9626181
1295	273.9561996
1296	273.9534404
1297	273.9501177
1298	273.9487345
1299	273.9450514
1300	273.9379441
1301	273.9374096
1302	273.9353674
1303	273.933296
1304	273.930439
1305	273.9276869
1306	273.9233319
1307	273.9210723
1308	273.9079092
1309	273.9064284
1310	273.9053434
1311	273.8983293
1312	273.8949964
1313	273.8918366
1314	273.8876737
1315	273.8848199
1316	273.881788
1317	273.8794018
1318	273.8736195
1319	273.8710041
1320	273.8636678
1321	273.8620955
1322	273.8583799
1323	273.8559608
1324	273.8538619
1325	273.8505223
1326	273.844141
1327	273.8404782
1328	273.8329234
1329	273.8258276
1330	273.8167092
1331	273.815492
1332	273.8075805
1333	273.806477
1334	273.8034035
1335	273.8027065
1336	273.7992801
1337	273.7862004
1338	273.7794733
1339	273.7776226
1340	273.7645716
1341	273.7639192
1342	273.7428804
1343	273.7408304
1344	273.7383031
1345	273.7254354
1346	273.7229725
1347	273.7205959
1348	273.7201733
1349	273.7171787
1350	273.7153253
1351	273.7138268
1352	273.7122767
1353	273.7096458
1354	273.7053754
1355	273.7019575
1356	273.6956893
1357	273.6873839
1358	273.6828863
1359	273.677563
1360	273.677563
1361	273.6535748
1362	273.6531128
1363	273.6513403
1364	273.6467154
1365	273.6418549
1366	273.636608
1367	273.6328845
1368	273.6289317
1369	273.6042962
1370	273.6004254
1371	273.5889796
1372	273.5782468
1373	273.5763335
1374	273.5657315
1375	273.5523963
1376	273.5487857
1377	273.5284326
1378	273.5262199
1379	273.5244724
1380	273.4976746
1381	273.487714
1382	273.4852452
1383	273.4745217
1384	273.4649574
1385	273.4649574
1386	273.4575742
1387	273.4536823
1388	273.4504034
1389	273.4431226
1390	273.4426817
1391	273.4320863
1392	273.4284976
1393	273.421505
1394	273.3926907
1395	273.3880366
1396	273.3849208
1397	273.3684339
1398	273.3535511
1399	273.3488632
1400	273.3424917
1401	273.3420222
1402	273.3358699
1403	273.3191501
1404	273.3135833
1405	273.3090817
1406	273.2982266
1407	273.2933304
1408	273.2893856
1409	273.2873999
1410	273.2741213
1411	273.2692834
1412	273.2662052
1413	273.2649884
1414	273.2606106
1415	273.2545655
1416	273.2515899
1417	273.2451775
1418	273.2326341
1419	273.2230152
1420	273.2202805
1421	273.219052
1422	273.2180609
1423	273.2145115
1424	273.2092177
1425	273.2068213
1426	273.2035964
1427	273.2011167
1428	273.1966087
1429	273.1918998
1430	273.1909218
1431	273.1882679
1432	273.187083
1433	273.1812615
1434	273.1782673
1435	273.1715739
1436	273.1593355
1437	273.1548292
1438	273.124457
1439	273.1225312
1440	273.1216092
1441	273.1205477
1442	273.1148901
1443	273.1062791
1444	273.0866857
1445	273.0846157
1446	273.0643803
1447	273.0612303
1448	273.0585897
1449	273.0510773
1450	273.0427031
1451	273.0338338
1452	273.0316045
1453	273.0127023
1454	272.9947881
1455	272.9917137
1456	272.9890808
1457	272.9866854
1458	272.9844008
1459	272.9389387
1460	272.9339152
1461	272.9326492
1462	272.9276797
1463	272.9239444
1464	272.9204558
1465	272.9195428
1466	272.9114
1467	272.9089988
1468	272.901419
1469	272.9006338
1470	272.8980189
1471	272.8967243
1472	272.8953716
1473	272.8912227
1474	272.8900149
1475	272.8869966
1476	272.8850923
1477	272.8785595
1478	272.8723267
1479	272.8652737
1480	272.8616767
1481	272.8554454
1482	272.8509466
1483	272.8436524
1484	272.8412951
1485	272.8346275
1486	272.8259014
1487	272.8259014
1488	272.789609
1489	272.7784568
1490	272.7729551
1491	272.7713223
1492	272.7683767
1493	272.7683767
1494	272.7639751
1495	272.7568049
1496	272.751191
1497	272.748034
1498	272.7458688
1499	272.7387201
1500	272.7371932
1501	272.7311172
1502	272.7234017
1503	272.7197746
1504	272.7168034
1505	272.713404
1506	272.7098223
1507	272.7078575
1508	272.7032544
1509	272.6997844
1510	272.6992962
1511	272.6931859
1512	272.6911759
1513	272.6893523
1514	272.6850613
1515	272.6836623
1516	272.6760191
1517	272.6720846
1518	272.6705154
1519	272.6656711
1520	272.6613157
1521	272.6601848
1522	272.654549
1523	272.6486444
1524	272.644917
1525	272.6409957
1526	272.6409957
1527	272.6357281
1528	272.6312198
1529	272.6255811
1530	272.622184
1531	272.6208288
1532	272.6188073
1533	272.617322
1534	272.6146991
1535	272.6129067
1536	272.6073589
1537	272.6057547
1538	272.6027891
1539	272.5987599
1540	272.5953341
1541	272.5944181
1542	272.5918019
1543	272.5888063
1544	272.5852929
1545	272.5822011
1546	272.5803556
1547	272.5753257
1548	272.5729942
1549	272.5716303
1550	272.568254
1551	272.5621732
1552	272.5604389
1553	272.5576224
1554	272.5527442
1555	272.5519416
1556	272.5445511
1557	272.5419282
1558	272.5419282
1559	272.5364329
1560	272.5349902
1561	272.5323148
1562	272.5261039
1563	272.5221412
1564	272.5207479
1565	272.5162379
1566	272.5140417
1567	272.511809
1568	272.5107332
1569	272.5095665
1570	272.5056048
1571	272.5030456
1572	272.5018471
1573	272.4982381
1574	272.4945368
1575	272.4876724
1576	272.4840879
1577	272.4829602
1578	272.4806181
1579	272.4798452
1580	272.4763895
1581	272.4705338
1582	272.4677126
1583	272.4486644
1584	272.4449593
1585	272.4420377
1586	272.4372484
1587	272.4279726
1588	272.4258667
1589	272.4237139
1590	272.4205852
1591	272.4134122
1592	272.4114112
1593	272.4062037
1594	272.4052364
1595	272.4028017
1596	272.4002641
1597	272.3966494
1598	272.3934737
1599	272.3889766
1600	272.3794237
1601	272.3783628
1602	272.3745296
1603	272.3735576
1604	272.3653757
1605	272.3631816
1606	272.357617
1607	272.3561132
1608	272.3554633
1609	272.3507362
1610	272.3483475
1611	272.3430959
1612	272.3300579
1613	272.3283427
1614	272.3256892
1615	272.321168
1616	272.3164654
1617	272.3126268
1618	272.2958958
1619	272.2932388
1620	272.2897267
1621	272.2824654
1622	272.280089
1623	272.2728444
1624	272.2719151
1625	272.2516502
1626	272.2482339
1627	272.2479346
1628	272.2471278
1629	272.2450123
1630	272.2393658
1631	272.2305289
1632	272.2273285
1633	272.2243027
1634	272.2158266
1635	272.2107884
1636	272.2103271
1637	272.2055115
1638	272.2020959
1639	272.196049
1640	272.1904206
1641	272.1895186
1642	272.1889132
1643	272.1882712
1644	272.1834331
1645	272.1798504
1646	272.1773713
1647	272.1732047
1648	272.1658114
1649	272.1649132
1650	272.1577326
